AUTOID;INSTALACIONID;REGIMEN;INSTALACION;AUTONOMIA
42292;41789;ESPECIAL;FV VALHERMOSO 7;Castilla-La Mancha
42293;41790;ESPECIAL;FV VALHERMOSO 8;Castilla-La Mancha
42294;41791;ESPECIAL;FV VALHERMOSO 9;Castilla-La Mancha
42295;41792;ESPECIAL;FV VALHERMOSO 10;Castilla-La Mancha
42296;41793;ESPECIAL;CHARLIESIERRA;Castilla-La Mancha
42297;41794;ESPECIAL;FOXTROTSIERRA;Castilla-La Mancha
42298;41795;ESPECIAL;INDIASIERRA;Castilla-La Mancha
42299;41796;ESPECIAL;KILOSIERRA;Castilla-La Mancha
42300;41797;ESPECIAL;LIMASIERRA;Castilla-La Mancha
42301;41798;ESPECIAL;MIKESIERRA;Castilla-La Mancha
42302;41799;ESPECIAL;NOVEMBERSIERRA;Castilla-La Mancha
42303;41800;ESPECIAL;OSCARSIERRA;Castilla-La Mancha
42304;41801;ESPECIAL;PAPASIERRA;Castilla-La Mancha
42305;41802;ESPECIAL;QUEBECSIERRA;Castilla-La Mancha
42306;41803;ESPECIAL;ROMEOSIERRA;Castilla-La Mancha
42307;41804;ESPECIAL;SONNENSIERRA;Castilla-La Mancha
42308;41805;ESPECIAL;TANGOSIERRA;Castilla-La Mancha
42309;41806;ESPECIAL;UNIFORMSIERRA;Castilla-La Mancha
42310;41807;ESPECIAL;VICTORSIERRA;Castilla-La Mancha
42311;41808;ESPECIAL;ALCANTARILLA - 6;Castilla-La Mancha
42312;41809;ESPECIAL;SAN CLEMENTE - 19;Castilla-La Mancha
42313;41810;ESPECIAL;SAN CLEMENTE - 20;Castilla-La Mancha
42314;41811;ESPECIAL;SAN CLEMENTE - 21;Castilla-La Mancha
42315;41812;ESPECIAL;SAN CLEMENTE - 22;Castilla-La Mancha
42316;41813;ESPECIAL;SAN CLEMENTE - 23;Castilla-La Mancha
42317;41814;ESPECIAL;SAN CLEMENTE - 24;Castilla-La Mancha
42318;41815;ESPECIAL;SAN CLEMENTE - 25;Castilla-La Mancha
42319;41816;ESPECIAL;SAN CLEMENTE - 26;Castilla-La Mancha
42320;41817;ESPECIAL;SAN CLEMENTE - 27;Castilla-La Mancha
42321;41818;ESPECIAL;SAN CLEMENTE - 28;Castilla-La Mancha
42322;41819;ESPECIAL;SAN CLEMENTE - 29;Castilla-La Mancha
42323;41820;ESPECIAL;SAN CLEMENTE - 30;Castilla-La Mancha
42324;41821;ESPECIAL;SAN CLEMENTE - 31;Castilla-La Mancha
42325;41822;ESPECIAL;SAN CLEMENTE - 32;Castilla-La Mancha
42326;41823;ESPECIAL;LEONARDO POYATOS-5;Castilla-La Mancha
42327;41824;ESPECIAL;TABLEROS MONTERO-40;Castilla-La Mancha
42328;41825;ESPECIAL;LIRENE SOLAR-25;Castilla-La Mancha
42329;41826;ESPECIAL;QUERCUSOLAR-67,7;Castilla-La Mancha
42330;41827;ESPECIAL;QUERCUSOLAR-60;Castilla-La Mancha
42331;41828;ESPECIAL;QUERCUSOLAR-80;Castilla-La Mancha
42332;41829;ESPECIAL;PEREZ CHAZARRA SOLAR;Castilla-La Mancha
42333;41830;ESPECIAL;SUSANA SOLAR;Castilla-La Mancha
42334;41831;ESPECIAL;LOPEZ BUEDO SOLAR;Castilla-La Mancha
42335;41832;ESPECIAL;FOTOV. RUIZ RUBIO;Castilla-La Mancha
42336;41833;ESPECIAL;LUCIANO BERMEJO;Castilla-La Mancha
42337;41834;ESPECIAL;RICADE SOLAR;Castilla-La Mancha
42338;41835;ESPECIAL;PROSOLBAHER;Castilla-La Mancha
42339;41836;ESPECIAL;ENERSUNTEC 2;Castilla-La Mancha
42340;41837;ESPECIAL;ENERSUNTEC 1;Castilla-La Mancha
42341;41838;ESPECIAL;LA GINEBROSA RENOVABLES;Castilla-La Mancha
42342;41839;ESPECIAL;CURTIDOS Y AFINES DE ULTRAMAR;Castilla-La Mancha
42343;41840;ESPECIAL;ACTISHINE;Castilla-La Mancha
42344;41841;ESPECIAL;VALLENERSOL SISTEMAS SOLARES I;Castilla-La Mancha
42345;41842;ESPECIAL;VALLENERSOL SISTEMAS SOLARES II;Castilla-La Mancha
42346;41843;ESPECIAL;CARMEN ENERGIA SOLAR;Castilla-La Mancha
42347;41844;ESPECIAL;PROMOJOKITY;Castilla-La Mancha
42348;41845;ESPECIAL;LLUVIA SOLAR;Castilla-La Mancha
42349;41846;ESPECIAL;BRODO;Castilla-La Mancha
42350;41847;ESPECIAL;DIEZ Y COMPANIA;Castilla-La Mancha
42351;41848;ESPECIAL;MARIA DE LOS REYES VALCARCEL GARCIA;Castilla-La Mancha
42352;41849;ESPECIAL;CENTRAL FOTOVOLTAICA;Castilla-La Mancha
42353;41850;ESPECIAL;AVANCE URBANO NAVE OFICINAS;Castilla-La Mancha
42354;41851;ESPECIAL;FUENTELAHIGUERA 1;Castilla-La Mancha
42355;41852;ESPECIAL;FUENTELAHIGUERA 2;Castilla-La Mancha
42356;41853;ESPECIAL;FUENTELAHIGUERA 3;Castilla-La Mancha
42357;41854;ESPECIAL;FUENTELAHIGUERA 4;Castilla-La Mancha
42358;41855;ESPECIAL;FUENTELAHIGUERA 5;Castilla-La Mancha
42359;41856;ESPECIAL;FUENTELAHIGUERA 6;Castilla-La Mancha
42360;41857;ESPECIAL;FUENTELAHIGUERA 7;Castilla-La Mancha
42361;41858;ESPECIAL;FUENTELAHIGUERA 8;Castilla-La Mancha
42362;41859;ESPECIAL;FUENTELAHIGUERA 9;Castilla-La Mancha
42363;41860;ESPECIAL;FUENTELAHIGUERA 10;Castilla-La Mancha
42364;41861;ESPECIAL;GRANADA SOLAR SIGUENZA 1;Castilla-La Mancha
42365;41862;ESPECIAL;GRANADA SOLAR SIGUENZA 2;Castilla-La Mancha
42366;41863;ESPECIAL;GRANADA SOLAR SIGUENZA 3;Castilla-La Mancha
42367;41864;ESPECIAL;GRANADA SOLAR SIGUENZA 4;Castilla-La Mancha
42368;41865;ESPECIAL;GRANADA SOLAR SIGUENZA 5;Castilla-La Mancha
42369;41866;ESPECIAL;GRANADA SOLAR SIGUENZA 6;Castilla-La Mancha
42370;41867;ESPECIAL;GRANADA SOLAR SIGUENZA 7;Castilla-La Mancha
42371;41868;ESPECIAL;GRANADA SOLAR SIGUENZA 8;Castilla-La Mancha
42372;41869;ESPECIAL;GRANADA SOLAR SIGUENZA 9;Castilla-La Mancha
42373;41870;ESPECIAL;GRANADA SOLAR SIGUENZA 10;Castilla-La Mancha
42374;41871;ESPECIAL;GRANADA SOLAR SIGUENZA 11;Castilla-La Mancha
42375;41872;ESPECIAL;GRANADA SOLAR SIGUENZA 12;Castilla-La Mancha
42376;41873;ESPECIAL;GRANADA SOLAR SIGUENZA 13;Castilla-La Mancha
42377;41874;ESPECIAL;GRANADA SOLAR SIGUENZA 14;Castilla-La Mancha
42378;41875;ESPECIAL;GRANADA SOLAR SIGUENZA 15;Castilla-La Mancha
42379;41876;ESPECIAL;GRANADA SOLAR SIGUENZA 16;Castilla-La Mancha
42380;41877;ESPECIAL;GRANADA SOLAR SIGUENZA 17;Castilla-La Mancha
42381;41878;ESPECIAL;GRANADA SOLAR SIGUENZA 18;Castilla-La Mancha
42382;41879;ESPECIAL;GRANADA SOLAR SIGUENZA 19;Castilla-La Mancha
42383;41880;ESPECIAL;GRANADA SOLAR SIGUENZA 20;Castilla-La Mancha
42384;41881;ESPECIAL;GRANADA SOLAR SIGUENZA 21;Castilla-La Mancha
42385;41882;ESPECIAL;GRANADA SOLAR SIGUENZA 22;Castilla-La Mancha
42386;41883;ESPECIAL;GRANADA SOLAR SIGUENZA 23;Castilla-La Mancha
42387;41884;ESPECIAL;GRANADA SOLAR SIGUENZA 24;Castilla-La Mancha
42388;41885;ESPECIAL;GRANADA SOLAR SIGUENZA 25;Castilla-La Mancha
42389;41886;ESPECIAL;GRANADA SOLAR SIGUENZA 26;Castilla-La Mancha
42390;41887;ESPECIAL;GRANADA SOLAR SIGUENZA 27;Castilla-La Mancha
42391;41888;ESPECIAL;GRANADA SOLAR SIGUENZA 28;Castilla-La Mancha
42392;41889;ESPECIAL;GRANADA SOLAR SIGUENZA 29;Castilla-La Mancha
42393;41890;ESPECIAL;GRANADA SOLAR SIGUENZA 30;Castilla-La Mancha
42394;41891;ESPECIAL;SALTO 4;Castilla-La Mancha
42395;41892;ESPECIAL;SALTO 5;Castilla-La Mancha
42396;41893;ESPECIAL;SALTO 6;Castilla-La Mancha
42397;41894;ESPECIAL;SALTO 7;Castilla-La Mancha
42398;41895;ESPECIAL;SALTO 8;Castilla-La Mancha
42399;41896;ESPECIAL;DIGR;Castilla-La Mancha
42400;41897;ESPECIAL;PFV CENDEJAS;Castilla-La Mancha
42401;41898;ESPECIAL;HOUSE DIEZ;Castilla-La Mancha
42402;41899;ESPECIAL;ISF;Castilla-La Mancha
42403;41900;ESPECIAL;HS RODA 1;Castilla-La Mancha
42404;41901;ESPECIAL;HS RODA 2;Castilla-La Mancha
42405;41902;ESPECIAL;HS RODA 3;Castilla-La Mancha
42406;41903;ESPECIAL;HS RODA 4;Castilla-La Mancha
42407;41904;ESPECIAL;HS RODA 5;Castilla-La Mancha
42408;41905;ESPECIAL;HS RODA 6;Castilla-La Mancha
42409;41906;ESPECIAL;HS RODA 7;Castilla-La Mancha
42410;41907;ESPECIAL;HS RODA 8;Castilla-La Mancha
42411;41908;ESPECIAL;HS RODA 9;Castilla-La Mancha
42412;41909;ESPECIAL;HS RODA 10;Castilla-La Mancha
42413;41910;ESPECIAL;INMOAN;Castilla-La Mancha
42414;41911;ESPECIAL;FOTOVOLTAICA CANTARA;Castilla-La Mancha
42415;41912;ESPECIAL;COPERNICA SINERGIAS;Castilla-La Mancha
42416;41913;ESPECIAL;ALCUNEZA SOLAR II.;Castilla-La Mancha
42417;41914;ESPECIAL;VALFONT GESTION INMOBILIARIA;Castilla-La Mancha
42418;41915;ESPECIAL;BAFI CONSULTING;Castilla-La Mancha
42419;41916;ESPECIAL;INVERSIONES BARCELINA;Castilla-La Mancha
42420;41917;ESPECIAL;CANDELA PALAZON;Castilla-La Mancha
42421;41918;ESPECIAL;ALCUNEZA SOLAR IX;Castilla-La Mancha
42422;41919;ESPECIAL;HUERTO SOLAR HJ.;Castilla-La Mancha
42423;41920;ESPECIAL;CANDELARIA B-91;Castilla-La Mancha
42424;41921;ESPECIAL;ALCUNEZA SOLAR I;Castilla-La Mancha
42425;41922;ESPECIAL;ALCUNEZA SOLAR III.;Castilla-La Mancha
42426;41923;ESPECIAL;ALCUNEZA SOLAR IV.;Castilla-La Mancha
42427;41924;ESPECIAL;ALCUNEZA SOLAR V.;Castilla-La Mancha
42428;41925;ESPECIAL;ALCUNEZA SOLAR X.;Castilla-La Mancha
42429;41926;ESPECIAL;ESTUDIOS INTEGRALES DE INGENIERIA;Castilla-La Mancha
42430;41927;ESPECIAL;LA MUELA A;Castilla-La Mancha
42431;41928;ESPECIAL;LA MUELA B;Castilla-La Mancha
42432;41929;ESPECIAL;LA MUELA C;Castilla-La Mancha
42433;41930;ESPECIAL;LA MUELA D;Castilla-La Mancha
42434;41931;ESPECIAL;LA MUELA E;Castilla-La Mancha
42435;41932;ESPECIAL;LA MUELA F;Castilla-La Mancha
42436;41933;ESPECIAL;LA MUELA G;Castilla-La Mancha
42437;41934;ESPECIAL;LA MUELA H;Castilla-La Mancha
42438;41935;ESPECIAL;LA MUELA I;Castilla-La Mancha
42439;41936;ESPECIAL;LA MUELA J;Castilla-La Mancha
42440;41937;ESPECIAL;FOTOVOLTAICA PAMERSA;Castilla-La Mancha
42441;41939;ESPECIAL;VILLARDETE 1;Castilla-La Mancha
42442;41940;ESPECIAL;VILLARDETE 2;Castilla-La Mancha
42443;41941;ESPECIAL;VILLARDETE 3;Castilla-La Mancha
42444;41942;ESPECIAL;VILLARDETE 4;Castilla-La Mancha
42445;41943;ESPECIAL;VILLARDETE 5;Castilla-La Mancha
42446;41944;ESPECIAL;VILLARDETE 6;Castilla-La Mancha
42447;41945;ESPECIAL;VILLARDETE 7;Castilla-La Mancha
42448;41946;ESPECIAL;VILLARDETE 8;Castilla-La Mancha
42449;41947;ESPECIAL;VILLARDETE 9;Castilla-La Mancha
42450;41948;ESPECIAL;VILLARDETE 10;Castilla-La Mancha
42451;41949;ESPECIAL;VILLARDETE 11;Castilla-La Mancha
42452;41950;ESPECIAL;VILLARDETE 12;Castilla-La Mancha
42453;41951;ESPECIAL;VILLARDETE 13;Castilla-La Mancha
42454;41952;ESPECIAL;VILLARDETE 14;Castilla-La Mancha
42455;41953;ESPECIAL;VILLARDETE 15;Castilla-La Mancha
42456;41954;ESPECIAL;VILLARDETE 16;Castilla-La Mancha
42457;41955;ESPECIAL;VILLARDETE 17;Castilla-La Mancha
42458;41956;ESPECIAL;VILLARDETE 18;Castilla-La Mancha
42459;41957;ESPECIAL;VILLARDETE 19;Castilla-La Mancha
42460;41958;ESPECIAL;VILLARDETE 20;Castilla-La Mancha
42461;41959;ESPECIAL;SOLFUTURE S-1;Castilla-La Mancha
42462;41960;ESPECIAL;SOLFUTURE S-2;Castilla-La Mancha
42463;41961;ESPECIAL;SOLFUTURE S-3;Castilla-La Mancha
42464;41962;ESPECIAL;SOLFUTURE S-4;Castilla-La Mancha
42465;41963;ESPECIAL;SOLFUTURE S-5;Castilla-La Mancha
42466;41964;ESPECIAL;SOLFUTURE S-6;Castilla-La Mancha
42467;41965;ESPECIAL;SOLFUTURE S-7;Castilla-La Mancha
42468;41966;ESPECIAL;SOLFUTURE S-8;Castilla-La Mancha
42469;41967;ESPECIAL;SOLFUTURE S-9;Castilla-La Mancha
42470;41968;ESPECIAL;SOLFUTURE S-10;Castilla-La Mancha
42471;41969;ESPECIAL;SOLFUTURE S-11;Castilla-La Mancha
42472;41970;ESPECIAL;SOLFUTURE S-12;Castilla-La Mancha
42473;41971;ESPECIAL;SOLFUTURE S-13;Castilla-La Mancha
42474;41972;ESPECIAL;SOLFUTURE S-14;Castilla-La Mancha
42475;41973;ESPECIAL;SOLFUTURE S-15;Castilla-La Mancha
42476;41974;ESPECIAL;SOLFUTURE S-16;Castilla-La Mancha
42477;41975;ESPECIAL;UPA - 1;Castilla-La Mancha
42478;41976;ESPECIAL;UPA - 2;Castilla-La Mancha
42479;41977;ESPECIAL;UPA - 3;Castilla-La Mancha
42480;41978;ESPECIAL;UPA - 4;Castilla-La Mancha
42481;41979;ESPECIAL;UPA - 5;Castilla-La Mancha
42482;41980;ESPECIAL;UPA - 6;Castilla-La Mancha
42483;41981;ESPECIAL;UPA - 7;Castilla-La Mancha
42484;41982;ESPECIAL;UPA - 8;Castilla-La Mancha
42485;41983;ESPECIAL;UPA - 9;Castilla-La Mancha
42486;41984;ESPECIAL;UPA - 10;Castilla-La Mancha
42487;41985;ESPECIAL;INGHELIOS;Castilla-La Mancha
42488;41986;ESPECIAL;ENERGIAS RENOVABLES SEMAIN;Castilla-La Mancha
42489;41987;ESPECIAL;PARQUE SOLAR ALMOCAFRES;Castilla-La Mancha
42490;41988;ESPECIAL;AGROPECUARIA SAN SEBASTIAN;Castilla-La Mancha
42491;41989;ESPECIAL;ARKNOVES;Castilla-La Mancha
42492;41990;ESPECIAL;ALVAREZ PICASSO COMPANIA DE ARRENDAMIENTOS;Castilla-La Mancha
42493;41991;ESPECIAL;SILOS PV PLANTA 1;Castilla-La Mancha
42494;41992;ESPECIAL;SILOS PV PLANTA 2;Castilla-La Mancha
42495;41993;ESPECIAL;SILOS PV PLANTA 3;Castilla-La Mancha
42496;41994;ESPECIAL;SILOS PV PLANTA 4;Castilla-La Mancha
42497;41995;ESPECIAL;SILOS PV PLANTA 5;Castilla-La Mancha
42498;41996;ESPECIAL;SILOS PV PLANTA 6;Castilla-La Mancha
42499;41997;ESPECIAL;SILOS PV PLANTA 7;Castilla-La Mancha
42500;41998;ESPECIAL;SILOS PV PLANTA 8;Castilla-La Mancha
42501;41999;ESPECIAL;SILOS PV PLANTA 9;Castilla-La Mancha
42502;42000;ESPECIAL;SILOS PV PLANTA 10;Castilla-La Mancha
42503;42001;ESPECIAL;PUSA 1;Castilla-La Mancha
42504;42002;ESPECIAL;PUSA 2;Castilla-La Mancha
42505;42003;ESPECIAL;PUSA 3;Castilla-La Mancha
42506;42004;ESPECIAL;PUSA 4;Castilla-La Mancha
42507;42005;ESPECIAL;PUSA 5;Castilla-La Mancha
42508;42006;ESPECIAL;PUSA 6;Castilla-La Mancha
42509;42007;ESPECIAL;INSTALACION 1A;Castilla-La Mancha
42510;42008;ESPECIAL;INSTALACION 1B;Castilla-La Mancha
42511;42009;ESPECIAL;INSTALACION 1C;Castilla-La Mancha
42512;42010;ESPECIAL;INSTALACION 1D;Castilla-La Mancha
42513;42011;ESPECIAL;INSTALACION 2A;Castilla-La Mancha
42514;42012;ESPECIAL;INSTALACION 2B;Castilla-La Mancha
42515;42013;ESPECIAL;INSTALACION 2C;Castilla-La Mancha
42516;42014;ESPECIAL;INSTALACION 2D;Castilla-La Mancha
42517;42015;ESPECIAL;INSTALACION 3A;Castilla-La Mancha
42518;42016;ESPECIAL;INSTALACION 3B;Castilla-La Mancha
42519;42017;ESPECIAL;INSTALACION 3C;Castilla-La Mancha
42520;42018;ESPECIAL;INSTALACION 4A;Castilla-La Mancha
42521;42019;ESPECIAL;INSTALACION 4B;Castilla-La Mancha
42522;42020;ESPECIAL;INSTALACION 4C;Castilla-La Mancha
42523;42021;ESPECIAL;INSTALACION 4D;Castilla-La Mancha
42524;42022;ESPECIAL;INSTALACION 5A;Castilla-La Mancha
42525;42023;ESPECIAL;INSTALACION 5B;Castilla-La Mancha
42526;42024;ESPECIAL;INSTALACION 5C;Castilla-La Mancha
42527;42025;ESPECIAL;INSTALACION 5D;Castilla-La Mancha
42528;42026;ESPECIAL;INSTALACION 6A;Castilla-La Mancha
42529;42027;ESPECIAL;INSTALACION 7A;Castilla-La Mancha
42530;42028;ESPECIAL;INSTALACION 8A;Castilla-La Mancha
42531;42029;ESPECIAL;INSTALACION 9A;Castilla-La Mancha
42532;42030;ESPECIAL;INSTALACION 9B;Castilla-La Mancha
42533;42031;ESPECIAL;INSTALACION 10A;Castilla-La Mancha
42534;42032;ESPECIAL;INSTALACION 10B;Castilla-La Mancha
42535;42033;ESPECIAL;INSTALACION 10C;Castilla-La Mancha
42536;42034;ESPECIAL;INSTALACION 10D;Castilla-La Mancha
42537;42035;ESPECIAL;INSTALACION 11A;Castilla-La Mancha
42538;42036;ESPECIAL;INSTALACION 11B;Castilla-La Mancha
42539;42037;ESPECIAL;INSTALACION 12A;Castilla-La Mancha
42540;42038;ESPECIAL;INSTALACION 12B;Castilla-La Mancha
42541;42039;ESPECIAL;INSTALACION 13A;Castilla-La Mancha
42542;42040;ESPECIAL;INSTALACION 14A;Castilla-La Mancha
42543;42041;ESPECIAL;INSTALACION 15A;Castilla-La Mancha
42544;42042;ESPECIAL;INSTALACION 16A;Castilla-La Mancha
42545;42043;ESPECIAL;INSTALACION 16B;Castilla-La Mancha
42546;42044;ESPECIAL;INSTALACION 16C;Castilla-La Mancha
42547;42045;ESPECIAL;INSTALACION 16D;Castilla-La Mancha
42548;42046;ESPECIAL;INSTALACION 17A;Castilla-La Mancha
42549;42047;ESPECIAL;INSTALACION 17B;Castilla-La Mancha
42550;42048;ESPECIAL;INSTALACION 17C;Castilla-La Mancha
42551;42049;ESPECIAL;INSTALACION 17D;Castilla-La Mancha
42552;42050;ESPECIAL;INSTALACION 18A;Castilla-La Mancha
42553;42051;ESPECIAL;INSTALACION 18B;Castilla-La Mancha
42554;42052;ESPECIAL;INSTALACION 18C;Castilla-La Mancha
42555;42053;ESPECIAL;INSTALACION 18D;Castilla-La Mancha
42556;42054;ESPECIAL;INSTALACION 19A;Castilla-La Mancha
42557;42055;ESPECIAL;INSTALACION 20A;Castilla-La Mancha
42558;42056;ESPECIAL;INSTALACION 20B;Castilla-La Mancha
42559;42057;ESPECIAL;INSTALACION 20C;Castilla-La Mancha
42560;42058;ESPECIAL;INSTALACION 20D;Castilla-La Mancha
42561;42059;ESPECIAL;INSTALACION 1;Castilla-La Mancha
42562;42060;ESPECIAL;INSTALACION 2;Castilla-La Mancha
42563;42061;ESPECIAL;INSTALACION 3;Castilla-La Mancha
42564;42062;ESPECIAL;INSTALACION 4;Castilla-La Mancha
42565;42063;ESPECIAL;GATE HUERTA SOLAR 31;Castilla y Leon
42566;42064;ESPECIAL;GATE HUERTA SOLAR 32;Castilla y Leon
42567;42065;ESPECIAL;GATE HUERTA SOLAR 33;Castilla y Leon
42568;42066;ESPECIAL;GATE HUERTA SOLAR 34;Castilla y Leon
42569;42067;ESPECIAL;GATE HUERTA SOLAR 35;Castilla y Leon
42570;42068;ESPECIAL;GATE HUERTA SOLAR 36;Castilla y Leon
42571;42069;ESPECIAL;GATE HUERTA SOLAR 37;Castilla y Leon
42572;42070;ESPECIAL;GATE HUERTA SOLAR 38;Castilla y Leon
42573;42071;ESPECIAL;GATE HUERTA SOLAR 39;Castilla y Leon
42574;42072;ESPECIAL;GATE HUERTA SOLAR 40;Castilla y Leon
42575;42073;ESPECIAL;GATE HUERTA SOLAR 41;Castilla y Leon
42576;42074;ESPECIAL;GATE HUERTA SOLAR 42;Castilla y Leon
42577;42075;ESPECIAL;GATE HUERTA SOLAR 43;Castilla y Leon
42578;42076;ESPECIAL;GATE HUERTA SOLAR 44;Castilla y Leon
42579;42077;ESPECIAL;GATE HUERTA SOLAR 45;Castilla y Leon
42580;42078;ESPECIAL;INVERSIONES EUCLASA 29;Castilla y Leon
42581;42079;ESPECIAL;INVERSIONES EUCLASA 30;Castilla y Leon
42582;42080;ESPECIAL;INVERSIONES EUCLASA 31;Castilla y Leon
42583;42081;ESPECIAL;INVERSIONES EUCLASA 32;Castilla y Leon
42584;42082;ESPECIAL;INVERSIONES EUCLASA 33;Castilla y Leon
42585;42083;ESPECIAL;MONTEAGUDO VIII;Castilla y Leon
42586;42084;ESPECIAL;VILLAVERDE DEL MONTE I;Castilla y Leon
42587;42085;ESPECIAL;GARCIA SOTILLOS SOLAR;Castilla y Leon
42588;42086;ESPECIAL;GARSOT SOLAR;Castilla y Leon
42589;42087;ESPECIAL;SO- BELTRAN 1;Castilla y Leon
42590;42088;ESPECIAL;GARCIA SOTILLOS FOTOVOLTAICA;Castilla y Leon
42591;42089;ESPECIAL;SO-LAS CASAS I (AMPLIACION);Castilla y Leon
42592;42090;ESPECIAL;SAN LEONARDO 1;Castilla y Leon
42593;42091;ESPECIAL;SAN LEONARDO 2;Castilla y Leon
42594;42092;ESPECIAL;SAN LEONARDO 3;Castilla y Leon
42595;42093;ESPECIAL;SAN LEONARDO 4;Castilla y Leon
42596;42094;ESPECIAL;SAN LEONARDO 5;Castilla y Leon
42597;42095;ESPECIAL;EL GRAMADOR DE LUIS MIGUEL;Castilla y Leon
42598;42096;ESPECIAL;VALDEPENUSILLO 7;Castilla y Leon
42599;42097;ESPECIAL;VALDEPENUSILLO 8;Castilla y Leon
42600;42098;ESPECIAL;VALDEPENUSILLO 9;Castilla y Leon
42601;42099;ESPECIAL;VALDEPENUSILLO 10;Castilla y Leon
42602;42100;ESPECIAL;VALDEPENUSILLO 11;Castilla y Leon
42603;42101;ESPECIAL;COMPOSTILLA;Castilla y Leon
42604;42102;ESPECIAL;PONFERRADA 1/3;Castilla y Leon
42605;42103;ESPECIAL;PONFERRADA 3/3;Castilla y Leon
42606;42104;ESPECIAL;GAMBATTE 3;Castilla y Leon
42607;42105;ESPECIAL;LA PINARIEGA;Castilla y Leon
42608;42106;ESPECIAL;FOTOVOLATICA SAN NICOLAS;Castilla y Leon
42609;42107;ESPECIAL;CARRION 1;Castilla y Leon
42610;42108;ESPECIAL;VERTAVILLO II;Castilla y Leon
42611;42109;ESPECIAL;GENETICA LOS CANTOS 1;Castilla y Leon
42612;42110;ESPECIAL;GENETICA LOS CANTOS 2;Castilla y Leon
42613;42111;ESPECIAL;GENETICA LOS CANTOS 3;Castilla y Leon
42614;42112;ESPECIAL;VILLANUEVA DEL ACERAL-SOLAR 6;Castilla y Leon
42615;42113;ESPECIAL;VILLANUEVA DEL ACERAL-SOLAR 7;Castilla y Leon
42616;42114;ESPECIAL;VILLANUEVA DEL ACERAL-SOLAR 8;Castilla y Leon
42617;42115;ESPECIAL;VILLANUEVA DEL ACERAL-SOLAR 9;Castilla y Leon
42618;42116;ESPECIAL;VILLANUEVA DEL ACERAL-SOLAR 10;Castilla y Leon
42619;42117;ESPECIAL;VILLANUEVA DEL ACERAL-SOLAR 11;Castilla y Leon
42620;42118;ESPECIAL;VILLANUEVA DEL ACERAL-SOLAR 13;Castilla y Leon
42621;42119;ESPECIAL;VILLANUEVA DEL ACERAL-SOLAR 14;Castilla y Leon
42622;42120;ESPECIAL;VILLANUEVA DEL ACERAL-SOLAR 15;Castilla y Leon
42623;42121;ESPECIAL;VILLANUEVA DEL ACERAL-SOLAR 16;Castilla y Leon
42624;42122;ESPECIAL;VILLANUEVA DEL ACERAL-SOLAR 17;Castilla y Leon
42625;42123;ESPECIAL;VILLANUEVA DEL ACERAL-SOLAR 20;Castilla y Leon
42626;42124;ESPECIAL;SOTROBALSOLAR- VILLANUEVA DEL ACERAL;Castilla y Leon
42627;42125;ESPECIAL;EL CHORLITO;Castilla y Leon
42628;42126;ESPECIAL;TORO CALIDAD 3;Castilla y Leon
42629;42127;ESPECIAL;JUNQUERA;Castilla y Leon
42630;42128;ESPECIAL;MONTUENGA  2;Castilla y Leon
42631;42129;ESPECIAL;REPARIEGOS 2;Castilla y Leon
42632;42130;ESPECIAL;REPARIEGOS 3;Castilla y Leon
42633;42131;ESPECIAL;MONTUENGA 6;Castilla y Leon
42634;42132;ESPECIAL;MARTIN MUNOZ DE LA DEHESA 1;Castilla y Leon
42635;42133;ESPECIAL;MARTIN MUNOZ DE LA DEHESA 3;Castilla y Leon
42636;42134;ESPECIAL;MARTIN MUNOZ DE LA DEHESA 4;Castilla y Leon
42637;42135;ESPECIAL;MARTIN MUNOZ DE LA DEHESA 5;Castilla y Leon
42638;42136;ESPECIAL;MARTIN MUNOZ DE LA DEHESA 7;Castilla y Leon
42639;42137;ESPECIAL;MARTIN MUNOZ DE LA DEHESA 8;Castilla y Leon
42640;42138;ESPECIAL;MARTIN MUNOZ DE LA DEHESA 12;Castilla y Leon
42641;42139;ESPECIAL;MARTIN MUNOZ DE LA DEHESA 13;Castilla y Leon
42642;42140;ESPECIAL;MARTIN MUNOZ DE LA DEHESA 14;Castilla y Leon
42643;42141;ESPECIAL;MARTIN MUNOZ DE LA DEHESA 15;Castilla y Leon
42644;42142;ESPECIAL;REPARIEGOS 1;Castilla y Leon
42645;42143;ESPECIAL;REPARIEGOS 4;Castilla y Leon
42646;42144;ESPECIAL;REPARIEGOS 5;Castilla y Leon
42647;42145;ESPECIAL;MONTUENGA 7;Castilla y Leon
42648;42146;ESPECIAL;REPARIEGOS 6;Castilla y Leon
42649;42147;ESPECIAL;MARTIN MUNOZ DE LA DEHESA 2;Castilla y Leon
42650;42148;ESPECIAL;MARTIN MUNOZ DE LA DEHESA 6;Castilla y Leon
42651;42149;ESPECIAL;MARTIN MUNOZ DE LA DEHESA 9;Castilla y Leon
42652;42150;ESPECIAL;MARTIN MUNOZ DE LA DEHESA 10;Castilla y Leon
42653;42151;ESPECIAL;MARTIN MUNOZ DE LA DEHESA 11;Castilla y Leon
42654;42152;ESPECIAL;QUESOS B.R. EL CAMPILLO;Castilla y Leon
42655;42153;ESPECIAL;ISIDRO EL CAMPILLO;Castilla y Leon
42656;42154;ESPECIAL;RENOVABLES GERIA;Castilla y Leon
42657;42155;ESPECIAL;CASTILLA SOLAR ENERGIA FV;Castilla y Leon
